HL7 v2,,,,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Core Version,Incubator Version,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute/ Data Type,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,SAD.1,Street or Mailing Address,ST,0,1,"F-R4, F-R6",,,,,line[1],,string,0,-1,,,,,
2,SAD.2,Street Name,ST,0,1,"F-R4, F-R6",,,,,line[2],,string,0,-1,,,,,
3,SAD.3,Dwelling Number,ST,0,1,"F-R4, F-R6",,,,,line[3],,string,0,-1,,,,,
