HL7 v2,,,,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Core Version,Incubator Version,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute/ Data Type,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,MSG.1,Message Code,ID,1,1,"F-R4, F-R6",,,,,,,,,,,,,,
2,MSG.2,Trigger Event,ID,1,1,"F-R4, F-R6",,,,,eventCoding.code,,code,0,1,,EventType,,,
2,MSG.2,Trigger Event,ID,1,1,"F-R4, F-R6",,,,,eventCoding.system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0003""",,
3,MSG.3,Message Structure,ID,1,1,"F-R4, F-R6",,,,,definition,,canonical,0,1,,MessageStructure,,,
