HL7 v2,,,,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,,,,,Comments
Sort Order,Identifier,Name,Data Type,Cardinality - Min,Cardinality - Max,Core Version,Incubator Version,Computable ANTLR,Computable FHIRPath,Narrative,FHIR Attribute/ Data Type,,Data Type,Cardinality - Min,Cardinality - Max,Data Type Mapping,"Vocabulary Mapping
(IS, ID, CE, CNE, CWE)",Assignment,,
1,PT.1,Processing ID,ID,1,1,"F-R4, F-R6",,,,,tag[1].code,,code,0,1,,ProcessingID,,,FHIR needs a code system.
1,PT.1,Processing ID,ID,1,1,"F-R4, F-R6",,,,,tag[1].system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0103""",,
2,PT.2,Processing Mode,ID,0,1,"F-R4, F-R6",,,,,tag[2].code,,code,0,1,,ProcessingMode,,,FHIR needs a code system.
2,PT.2,Processing Mode,ID,0,1,"F-R4, F-R6",,,,,tag[2].system,,uri,0,1,,,"""http://terminology.hl7.org/CodeSystem/v2-0207""",,
