HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
ARE,United Arab Emirates (the),HL70399,"F-R4, F-R6",,,,,ARE,,United Arab Emirates (the),urn:iso:std:iso:3166,,
GBR,United Kingdom of Great Britain and Northern Ireland (the),HL70399,"F-R4, F-R6",,,,,GBR,,United Kingdom of Great Britain and Northern Ireland (the),urn:iso:std:iso:3166,,
UMI,United States Minor Outlying Islands (the),HL70399,"F-R4, F-R6",,,,,UMI,,United States Minor Outlying Islands (the),urn:iso:std:iso:3166,,
USA,United States of America (the),HL70399,"F-R4, F-R6",,,,,USA,,United States of America (the),urn:iso:std:iso:3166,,
URY,Uruguay,HL70399,"F-R4, F-R6",,,,,URY,,Uruguay,urn:iso:std:iso:3166,,
UZB,Uzbekistan,HL70399,"F-R4, F-R6",,,,,UZB,,Uzbekistan,urn:iso:std:iso:3166,,
VUT,Vanuatu,HL70399,"F-R4, F-R6",,,,,VUT,,Vanuatu,urn:iso:std:iso:3166,,
VEN,Venezuela (Bolivarian Republic of),HL70399,"F-R4, F-R6",,,,,VEN,,Venezuela (Bolivarian Republic of),urn:iso:std:iso:3166,,
VNM,Viet Nam,HL70399,"F-R4, F-R6",,,,,VNM,,Viet Nam,urn:iso:std:iso:3166,,
VGB,Virgin Islands (British),HL70399,"F-R4, F-R6",,,,,VGB,,Virgin Islands (British),urn:iso:std:iso:3166,,
VIR,Virgin Islands (U.S.),HL70399,"F-R4, F-R6",,,,,VIR,,Virgin Islands (U.S.),urn:iso:std:iso:3166,,
WLF,Wallis and Futuna,HL70399,"F-R4, F-R6",,,,,WLF,,Wallis and Futuna,urn:iso:std:iso:3166,,
ESH,Western Sahara*,HL70399,"F-R4, F-R6",,,,,ESH,,Western Sahara*,urn:iso:std:iso:3166,,
YEM,Yemen,HL70399,"F-R4, F-R6",,,,,YEM,,Yemen,urn:iso:std:iso:3166,,
ZMB,Zambia,HL70399,"F-R4, F-R6",,,,,ZMB,,Zambia,urn:iso:std:iso:3166,,
ZWE,Zimbabwe,HL70399,"F-R4, F-R6",,,,,ZWE,,Zimbabwe,urn:iso:std:iso:3166,,
ALA,Åland Islands,HL70399,"F-R4, F-R6",,,,,ALA,,Åland Islands,urn:iso:std:iso:3166,,
