HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
ILIAC,Iliac,HL70550,"F-R4, F-R6",,,,,ILIAC,,Iliac,http://terminology.hl7.org/CodeSystem/v2-0550,,
ILCR,Iliac Crest,HL70550,"F-R4, F-R6",,,,,ILCR,,Iliac Crest,http://terminology.hl7.org/CodeSystem/v2-0550,,
ILCON,Ilical Conduit,HL70550,"F-R4, F-R6",,,,,ILCON,,Ilical Conduit,http://terminology.hl7.org/CodeSystem/v2-0550,,
INGUI,Inguinal,HL70550,"F-R4, F-R6",,,,,INGUI,,Inguinal,http://terminology.hl7.org/CodeSystem/v2-0550,,
JUGI,"Jugular, Internal",HL70550,"F-R4, F-R6",,,,,JUGI,,"Jugular, Internal",http://terminology.hl7.org/CodeSystem/v2-0550,,
INT,Intestine,HL70550,"F-R4, F-R6",,,,,INT,,Intestine,http://terminology.hl7.org/CodeSystem/v2-0550,,
ICX,Intracervical,HL70550,"F-R4, F-R6",,,,,ICX,,Intracervical,http://terminology.hl7.org/CodeSystem/v2-0550,,
INASA,Intranasal,HL70550,"F-R4, F-R6",,,,,INASA,,Intranasal,http://terminology.hl7.org/CodeSystem/v2-0550,,
INTRU,Intrauterine,HL70550,"F-R4, F-R6",,,,,INTRU,,Intrauterine,http://terminology.hl7.org/CodeSystem/v2-0550,,
INTRO,Introitus,HL70550,"F-R4, F-R6",,,,,INTRO,,Introitus,http://terminology.hl7.org/CodeSystem/v2-0550,,
ISCHI,Ischium,HL70550,"F-R4, F-R6",,,,,ISCHI,,Ischium,http://terminology.hl7.org/CodeSystem/v2-0550,,
JAW,Jaw,HL70550,"F-R4, F-R6",,,,,JAW,,Jaw,http://terminology.hl7.org/CodeSystem/v2-0550,,
KIDNÂ,Kidney,HL70550,"F-R4, F-R6",,,,,KIDNÂ,,Kidney,http://terminology.hl7.org/CodeSystem/v2-0550,,
KNEE,Knee,HL70550,"F-R4, F-R6",,,,,KNEE,,Knee,http://terminology.hl7.org/CodeSystem/v2-0550,,
KNEEF,Knee Fluid,HL70550,"F-R4, F-R6",,,,,KNEEF,,Knee Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
KNEEJ,Knee Joint,HL70550,"F-R4, F-R6",,,,,KNEEJ,,Knee Joint,http://terminology.hl7.org/CodeSystem/v2-0550,,
LABIA,Labia,HL70550,"F-R4, F-R6",,,,,LABIA,,Labia,http://terminology.hl7.org/CodeSystem/v2-0550,,
LABMA,Labia Majora,HL70550,"F-R4, F-R6",,,,,LABMA,,Labia Majora,http://terminology.hl7.org/CodeSystem/v2-0550,,
LABMI,Labia Minora,HL70550,"F-R4, F-R6",,,,,LABMI,,Labia Minora,http://terminology.hl7.org/CodeSystem/v2-0550,,
LACRI,Lacrimal,HL70550,"F-R4, F-R6",,,,,LACRI,,Lacrimal,http://terminology.hl7.org/CodeSystem/v2-0550,,
LAM,Lamella,HL70550,"F-R4, F-R6",,,,,LAM,,Lamella,http://terminology.hl7.org/CodeSystem/v2-0550,,
INSTL,"Intestine, Large",HL70550,"F-R4, F-R6",,,,,INSTL,,"Intestine, Large",http://terminology.hl7.org/CodeSystem/v2-0550,,
LARYN,Larynx,HL70550,"F-R4, F-R6",,,,,LARYN,,Larynx,http://terminology.hl7.org/CodeSystem/v2-0550,,
LEG,Leg,HL70550,"F-R4, F-R6",,,,,LEG,,Leg,http://terminology.hl7.org/CodeSystem/v2-0550,,
LENS,Lens,HL70550,"F-R4, F-R6",,,,,LENS,,Lens,http://terminology.hl7.org/CodeSystem/v2-0550,,
WBC,Leukocytes,HL70550,"F-R4, F-R6",,,,,WBC,,Leukocytes,http://terminology.hl7.org/CodeSystem/v2-0550,,
LING,Lingual,HL70550,"F-R4, F-R6",,,,,LING,,Lingual,http://terminology.hl7.org/CodeSystem/v2-0550,,
LINGU,Lingula,HL70550,"F-R4, F-R6",,,,,LINGU,,Lingula,http://terminology.hl7.org/CodeSystem/v2-0550,,
LIP,Lip,HL70550,"F-R4, F-R6",,,,,LIP,,Lip,http://terminology.hl7.org/CodeSystem/v2-0550,,
STOOLL,Liquid Stool,HL70550,"F-R4, F-R6",,,,,STOOLL,,Liquid Stool,http://terminology.hl7.org/CodeSystem/v2-0550,,
LIVER,Liver,HL70550,"F-R4, F-R6",,,,,LIVER,,Liver,http://terminology.hl7.org/CodeSystem/v2-0550,,
LOBE,Lobe,HL70550,"F-R4, F-R6",,,,,LOBE,,Lobe,http://terminology.hl7.org/CodeSystem/v2-0550,,
LOCH,Lochia,HL70550,"F-R4, F-R6",,,,,LOCH,,Lochia,http://terminology.hl7.org/CodeSystem/v2-0550,,
ISH,"Loop, Ishial",HL70550,"F-R4, F-R6",,,,,ISH,,"Loop, Ishial",http://terminology.hl7.org/CodeSystem/v2-0550,,
LUMBA,Lumbar,HL70550,"F-R4, F-R6",,,,,LUMBA,,Lumbar,http://terminology.hl7.org/CodeSystem/v2-0550,,
LMN,Lumen,HL70550,"F-R4, F-R6",,,,,LMN,,Lumen,http://terminology.hl7.org/CodeSystem/v2-0550,,
LUNG,Lung,HL70550,"F-R4, F-R6",,,,,LUNG,,Lung,http://terminology.hl7.org/CodeSystem/v2-0550,,
LN,Lymph Node,HL70550,"F-R4, F-R6",,,,,LN,,Lymph Node,http://terminology.hl7.org/CodeSystem/v2-0550,,
LNG,"Lymph Node, Groin",HL70550,"F-R4, F-R6",,,,,LNG,,"Lymph Node, Groin",http://terminology.hl7.org/CodeSystem/v2-0550,,
LYM,Lymphocytes,HL70550,"F-R4, F-R6",,,,,LYM,,Lymphocytes,http://terminology.hl7.org/CodeSystem/v2-0550,,
MAC,Macrophages,HL70550,"F-R4, F-R6",,,,,MAC,,Macrophages,http://terminology.hl7.org/CodeSystem/v2-0550,,
MALLE,Malleolus,HL70550,"F-R4, F-R6",,,,,MALLE,,Malleolus,http://terminology.hl7.org/CodeSystem/v2-0550,,
MANDI,Mandible/Mandibular,HL70550,"F-R4, F-R6",,,,,MANDI,,Mandible/Mandibular,http://terminology.hl7.org/CodeSystem/v2-0550,,
MAR,Marrow,HL70550,"F-R4, F-R6",,,,,MAR,,Marrow,http://terminology.hl7.org/CodeSystem/v2-0550,,
MAST,Mastoid,HL70550,"F-R4, F-R6",,,,,MAST,,Mastoid,http://terminology.hl7.org/CodeSystem/v2-0550,,
MAXIL,Maxilla/Maxillary,HL70550,"F-R4, F-R6",,,,,MAXIL,,Maxilla/Maxillary,http://terminology.hl7.org/CodeSystem/v2-0550,,
MAXS,Maxillary Sinus,HL70550,"F-R4, F-R6",,,,,MAXS,,Maxillary Sinus,http://terminology.hl7.org/CodeSystem/v2-0550,,
MEATU,Meatus,HL70550,"F-R4, F-R6",,,,,MEATU,,Meatus,http://terminology.hl7.org/CodeSystem/v2-0550,,
MEC,Meconium,HL70550,"F-R4, F-R6",,,,,MEC,,Meconium,http://terminology.hl7.org/CodeSystem/v2-0550,,
MEDST,Mediastinum,HL70550,"F-R4, F-R6",,,,,MEDST,,Mediastinum,http://terminology.hl7.org/CodeSystem/v2-0550,,
MEDU,Medullary,HL70550,"F-R4, F-R6",,,,,MEDU,,Medullary,http://terminology.hl7.org/CodeSystem/v2-0550,,
MOU,Membrane,HL70550,"F-R4, F-R6",,,,,MOU,,Membrane,http://terminology.hl7.org/CodeSystem/v2-0550,,
MPB,Meninges,HL70550,"F-R4, F-R6",,,,,MPB,,Meninges,http://terminology.hl7.org/CodeSystem/v2-0550,,
METAC,Metacarpal,HL70550,"F-R4, F-R6",,,,,METAC,,Metacarpal,http://terminology.hl7.org/CodeSystem/v2-0550,,
METAT,Metatarsal,HL70550,"F-R4, F-R6",,,,,METAT,,Metatarsal,http://terminology.hl7.org/CodeSystem/v2-0550,,
MILK,"Milk, Breast",HL70550,"F-R4, F-R6",,,,,MILK,,"Milk, Breast",http://terminology.hl7.org/CodeSystem/v2-0550,,
MITRL,Mitral Valve,HL70550,"F-R4, F-R6",,,,,MITRL,,Mitral Valve,http://terminology.hl7.org/CodeSystem/v2-0550,,
MOLAR,Molar,HL70550,"F-R4, F-R6",,,,,MOLAR,,Molar,http://terminology.hl7.org/CodeSystem/v2-0550,,
MP,Mons Pubis,HL70550,"F-R4, F-R6",,,,,MP,,Mons Pubis,http://terminology.hl7.org/CodeSystem/v2-0550,,
MONSU,Mons Ureteris,HL70550,"F-R4, F-R6",,,,,MONSU,,Mons Ureteris,http://terminology.hl7.org/CodeSystem/v2-0550,,
MONSV,Mons Veneris(Mons Pubis),HL70550,"F-R4, F-R6",,,,,MONSV,,Mons Veneris(Mons Pubis),http://terminology.hl7.org/CodeSystem/v2-0550,,
MOUTH,Mouth,HL70550,"F-R4, F-R6",,,,,MOUTH,,Mouth,http://terminology.hl7.org/CodeSystem/v2-0550,,
MRSA2,Mrsa:,HL70550,"F-R4, F-R6",,,,,MRSA2,,Mrsa:,http://terminology.hl7.org/CodeSystem/v2-0550,,
MYO,Myocardium,HL70550,"F-R4, F-R6",,,,,MYO,,Myocardium,http://terminology.hl7.org/CodeSystem/v2-0550,,
NAIL,Nail,HL70550,"F-R4, F-R6",,,,,NAIL,,Nail,http://terminology.hl7.org/CodeSystem/v2-0550,,
NAILB,Nail Bed,HL70550,"F-R4, F-R6",,,,,NAILB,,Nail Bed,http://terminology.hl7.org/CodeSystem/v2-0550,,
NAILF,"Nail, Finger",HL70550,"F-R4, F-R6",,,,,NAILF,,"Nail, Finger",http://terminology.hl7.org/CodeSystem/v2-0550,,
NAILT,"Nail, Toe",HL70550,"F-R4, F-R6",,,,,NAILT,,"Nail, Toe",http://terminology.hl7.org/CodeSystem/v2-0550,,
NARES,Nares,HL70550,"F-R4, F-R6",,,,,NARES,,Nares,http://terminology.hl7.org/CodeSystem/v2-0550,,
NASL,Nasal,HL70550,"F-R4, F-R6",,,,,NASL,,Nasal,http://terminology.hl7.org/CodeSystem/v2-0550,,
NSS,Nasal Septum,HL70550,"F-R4, F-R6",,,,,NSS,,Nasal Septum,http://terminology.hl7.org/CodeSystem/v2-0550,,
NLACR,Nasolacrimal,HL70550,"F-R4, F-R6",,,,,NLACR,,Nasolacrimal,http://terminology.hl7.org/CodeSystem/v2-0550,,
NP,Nasopharyngeal/Nasopharynx,HL70550,"F-R4, F-R6",,,,,NP,,Nasopharyngeal/Nasopharynx,http://terminology.hl7.org/CodeSystem/v2-0550,,
NTRAC,Nasotracheal,HL70550,"F-R4, F-R6",,,,,NTRAC,,Nasotracheal,http://terminology.hl7.org/CodeSystem/v2-0550,,
NAVEL,Navel,HL70550,"F-R4, F-R6",,,,,NAVEL,,Navel,http://terminology.hl7.org/CodeSystem/v2-0550,,
NECK,Neck,HL70550,"F-R4, F-R6",,,,,NECK,,Neck,http://terminology.hl7.org/CodeSystem/v2-0550,,
NERVE,Nerve,HL70550,"F-R4, F-R6",,,,,NERVE,,Nerve,http://terminology.hl7.org/CodeSystem/v2-0550,,
NIPPL,Nipple,HL70550,"F-R4, F-R6",,,,,NIPPL,,Nipple,http://terminology.hl7.org/CodeSystem/v2-0550,,
NOS,Nose (Nasal Passage),HL70550,"F-R4, F-R6",,,,,NOS,,Nose (Nasal Passage),http://terminology.hl7.org/CodeSystem/v2-0550,,
NOSE,Nose/Nose(outside),HL70550,"F-R4, F-R6",,,,,NOSE,,Nose/Nose(outside),http://terminology.hl7.org/CodeSystem/v2-0550,,
NOSTR,Nostril,HL70550,"F-R4, F-R6",,,,,NOSTR,,Nostril,http://terminology.hl7.org/CodeSystem/v2-0550,,
OCCIP,Occipital,HL70550,"F-R4, F-R6",,,,,OCCIP,,Occipital,http://terminology.hl7.org/CodeSystem/v2-0550,,
OLECR,Olecranon,HL70550,"F-R4, F-R6",,,,,OLECR,,Olecranon,http://terminology.hl7.org/CodeSystem/v2-0550,,
OMEN,Omentum,HL70550,"F-R4, F-R6",,,,,OMEN,,Omentum,http://terminology.hl7.org/CodeSystem/v2-0550,,
ORBIT,Orbit/Orbital,HL70550,"F-R4, F-R6",,,,,ORBIT,,Orbit/Orbital,http://terminology.hl7.org/CodeSystem/v2-0550,,
ORO,Oropharynx,HL70550,"F-R4, F-R6",,,,,ORO,,Oropharynx,http://terminology.hl7.org/CodeSystem/v2-0550,,
OSCOX,Os coxa (pelvic girdle),HL70550,"F-R4, F-R6",,,,,OSCOX,,Os coxa (pelvic girdle),http://terminology.hl7.org/CodeSystem/v2-0550,,
OVARY,Ovary,HL70550,"F-R4, F-R6",,,,,OVARY,,Ovary,http://terminology.hl7.org/CodeSystem/v2-0550,,
PALAT,Palate,HL70550,"F-R4, F-R6",,,,,PALAT,,Palate,http://terminology.hl7.org/CodeSystem/v2-0550,,
PLATH,"Palate, Hard",HL70550,"F-R4, F-R6",,,,,PLATH,,"Palate, Hard",http://terminology.hl7.org/CodeSystem/v2-0550,,
PLATS,"Palate, Soft",HL70550,"F-R4, F-R6",,,,,PLATS,,"Palate, Soft",http://terminology.hl7.org/CodeSystem/v2-0550,,
PALM,Palm,HL70550,"F-R4, F-R6",,,,,PALM,,Palm,http://terminology.hl7.org/CodeSystem/v2-0550,,
PANCR,Pancreas,HL70550,"F-R4, F-R6",,,,,PANCR,,Pancreas,http://terminology.hl7.org/CodeSystem/v2-0550,,
PAFL,Pancreatic Fluid,HL70550,"F-R4, F-R6",,,,,PAFL,,Pancreatic Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
PAS,Parasternal,HL70550,"F-R4, F-R6",,,,,PAS,,Parasternal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PARAT,Paratracheal,HL70550,"F-R4, F-R6",,,,,PARAT,,Paratracheal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PARIE,Parietal,HL70550,"F-R4, F-R6",,,,,PARIE,,Parietal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PARON,Paronychia,HL70550,"F-R4, F-R6",,,,,PARON,,Paronychia,http://terminology.hl7.org/CodeSystem/v2-0550,,
PAROT,Parotid/Parotid Gland,HL70550,"F-R4, F-R6",,,,,PAROT,,Parotid/Parotid Gland,http://terminology.hl7.org/CodeSystem/v2-0550,,
PATEL,Patella,HL70550,"F-R4, F-R6",,,,,PATEL,,Patella,http://terminology.hl7.org/CodeSystem/v2-0550,,
PELV,Pelvis,HL70550,"F-R4, F-R6",,,,,PELV,,Pelvis,http://terminology.hl7.org/CodeSystem/v2-0550,,
PENSH,Penile Shaft,HL70550,"F-R4, F-R6",,,,,PENSH,,Penile Shaft,http://terminology.hl7.org/CodeSystem/v2-0550,,
PENIS,Penis,HL70550,"F-R4, F-R6",,,,,PENIS,,Penis,http://terminology.hl7.org/CodeSystem/v2-0550,,
PANAL,Perianal/Perirectal,HL70550,"F-R4, F-R6",,,,,PANAL,,Perianal/Perirectal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERI,Pericardial Fluid,HL70550,"F-R4, F-R6",,,,,PERI,,Pericardial Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
PCARD,Pericardium,HL70550,"F-R4, F-R6",,,,,PCARD,,Pericardium,http://terminology.hl7.org/CodeSystem/v2-0550,,
PCLIT,Periclitoral,HL70550,"F-R4, F-R6",,,,,PCLIT,,Periclitoral,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERIH,Perihepatic,HL70550,"F-R4, F-R6",,,,,PERIH,,Perihepatic,http://terminology.hl7.org/CodeSystem/v2-0550,,
PNEAL,Perineal,HL70550,"F-R4, F-R6",,,,,PNEAL,,Perineal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERIN,Perineal Abscess,HL70550,"F-R4, F-R6",,,,,PERIN,,Perineal Abscess,http://terminology.hl7.org/CodeSystem/v2-0550,,
PNEPH,Perinephric,HL70550,"F-R4, F-R6",,,,,PNEPH,,Perinephric,http://terminology.hl7.org/CodeSystem/v2-0550,,
PNM,Perineum,HL70550,"F-R4, F-R6",,,,,PNM,,Perineum,http://terminology.hl7.org/CodeSystem/v2-0550,,
PORBI,Periorbital,HL70550,"F-R4, F-R6",,,,,PORBI,,Periorbital,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERRA,Perirectal,HL70550,"F-R4, F-R6",,,,,PERRA,,Perirectal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERIS,Perisplenic,HL70550,"F-R4, F-R6",,,,,PERIS,,Perisplenic,http://terminology.hl7.org/CodeSystem/v2-0550,,
PER,Peritoneal,HL70550,"F-R4, F-R6",,,,,PER,,Peritoneal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERT,Peritoneal Fluid,HL70550,"F-R4, F-R6",,,,,PERT,,Peritoneal Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERIT,Peritoneum,HL70550,"F-R4, F-R6",,,,,PERIT,,Peritoneum,http://terminology.hl7.org/CodeSystem/v2-0550,,
PTONS,Peritonsillar,HL70550,"F-R4, F-R6",,,,,PTONS,,Peritonsillar,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERIU,Periurethal,HL70550,"F-R4, F-R6",,,,,PERIU,,Periurethal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PERIV,Perivesicular,HL70550,"F-R4, F-R6",,,,,PERIV,,Perivesicular,http://terminology.hl7.org/CodeSystem/v2-0550,,
PHALA,Phalanyx,HL70550,"F-R4, F-R6",,,,,PHALA,,Phalanyx,http://terminology.hl7.org/CodeSystem/v2-0550,,
PILO,Pilonidal,HL70550,"F-R4, F-R6",,,,,PILO,,Pilonidal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PINNA,Pinna,HL70550,"F-R4, F-R6",,,,,PINNA,,Pinna,http://terminology.hl7.org/CodeSystem/v2-0550,,
PLC,Placenta,HL70550,"F-R4, F-R6",,,,,PLC,,Placenta,http://terminology.hl7.org/CodeSystem/v2-0550,,
PLACF,Placenta (Fetal Side),HL70550,"F-R4, F-R6",,,,,PLACF,,Placenta (Fetal Side),http://terminology.hl7.org/CodeSystem/v2-0550,,
PLACM,Placenta (Maternal Side),HL70550,"F-R4, F-R6",,,,,PLACM,,Placenta (Maternal Side),http://terminology.hl7.org/CodeSystem/v2-0550,,
PLANT,Plantar,HL70550,"F-R4, F-R6",,,,,PLANT,,Plantar,http://terminology.hl7.org/CodeSystem/v2-0550,,
PLEUR,Pleura,HL70550,"F-R4, F-R6",,,,,PLEUR,,Pleura,http://terminology.hl7.org/CodeSystem/v2-0550,,
PLEU,Pleural Fluid,HL70550,"F-R4, F-R6",,,,,PLEU,,Pleural Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
PLR,Pleural Fluid (Thoracentesis Fld),HL70550,"F-R4, F-R6",,,,,PLR,,Pleural Fluid (Thoracentesis Fld),http://terminology.hl7.org/CodeSystem/v2-0550,,
POPLI,Popliteal,HL70550,"F-R4, F-R6",,,,,POPLI,,Popliteal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PREAU,Preauricular,HL70550,"F-R4, F-R6",,,,,PREAU,,Preauricular,http://terminology.hl7.org/CodeSystem/v2-0550,,
PRERE,Prerenal,HL70550,"F-R4, F-R6",,,,,PRERE,,Prerenal,http://terminology.hl7.org/CodeSystem/v2-0550,,
PRST,Prostate Gland,HL70550,"F-R4, F-R6",,,,,PRST,,Prostate Gland,http://terminology.hl7.org/CodeSystem/v2-0550,,
PROS,Prostatic Fluid,HL70550,"F-R4, F-R6",,,,,PROS,,Prostatic Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
PUBIC,Pubic,HL70550,"F-R4, F-R6",,,,,PUBIC,,Pubic,http://terminology.hl7.org/CodeSystem/v2-0550,,
PUL,Pulmonary Artery,HL70550,"F-R4, F-R6",,,,,PUL,,Pulmonary Artery,http://terminology.hl7.org/CodeSystem/v2-0550,,
RADI,Radial,HL70550,"F-R4, F-R6",,,,,RADI,,Radial,http://terminology.hl7.org/CodeSystem/v2-0550,,
RADIUS,Radius,HL70550,"F-R4, F-R6",,,,,RADIUS,,Radius,http://terminology.hl7.org/CodeSystem/v2-0550,,
RECTL,Rectal,HL70550,"F-R4, F-R6",,,,,RECTL,,Rectal,http://terminology.hl7.org/CodeSystem/v2-0550,,
RECTU,Rectum,HL70550,"F-R4, F-R6",,,,,RECTU,,Rectum,http://terminology.hl7.org/CodeSystem/v2-0550,,
RBC,Red Blood Cells,HL70550,"F-R4, F-R6",,,,,RBC,,Red Blood Cells,http://terminology.hl7.org/CodeSystem/v2-0550,,
RENL,Renal,HL70550,"F-R4, F-R6",,,,,RENL,,Renal,http://terminology.hl7.org/CodeSystem/v2-0550,,
RNP,Renal Pelvis,HL70550,"F-R4, F-R6",,,,,RNP,,Renal Pelvis,http://terminology.hl7.org/CodeSystem/v2-0550,,
RPERI,Retroperitoneal,HL70550,"F-R4, F-R6",,,,,RPERI,,Retroperitoneal,http://terminology.hl7.org/CodeSystem/v2-0550,,
RIB,Rib,HL70550,"F-R4, F-R6",,,,,RIB,,Rib,http://terminology.hl7.org/CodeSystem/v2-0550,,
SACRA,Sacral,HL70550,"F-R4, F-R6",,,,,SACRA,,Sacral,http://terminology.hl7.org/CodeSystem/v2-0550,,
SACRO,Sacrococcygeal,HL70550,"F-R4, F-R6",,,,,SACRO,,Sacrococcygeal,http://terminology.hl7.org/CodeSystem/v2-0550,,
SACIL,Sacroiliac,HL70550,"F-R4, F-R6",,,,,SACIL,,Sacroiliac,http://terminology.hl7.org/CodeSystem/v2-0550,,
SACRU,Sacrum,HL70550,"F-R4, F-R6",,,,,SACRU,,Sacrum,http://terminology.hl7.org/CodeSystem/v2-0550,,
SALGL,Salivary Gland,HL70550,"F-R4, F-R6",,,,,SALGL,,Salivary Gland,http://terminology.hl7.org/CodeSystem/v2-0550,,
SCALP,Scalp,HL70550,"F-R4, F-R6",,,,,SCALP,,Scalp,http://terminology.hl7.org/CodeSystem/v2-0550,,
SCAPU,Scapula/Scapular,HL70550,"F-R4, F-R6",,,,,SCAPU,,Scapula/Scapular,http://terminology.hl7.org/CodeSystem/v2-0550,,
SCLER,Sclera,HL70550,"F-R4, F-R6",,,,,SCLER,,Sclera,http://terminology.hl7.org/CodeSystem/v2-0550,,
SCROT,Scrotum/Scrotal,HL70550,"F-R4, F-R6",,,,,SCROT,,Scrotum/Scrotal,http://terminology.hl7.org/CodeSystem/v2-0550,,
SEMN,Semen,HL70550,"F-R4, F-R6",,,,,SEMN,,Semen,http://terminology.hl7.org/CodeSystem/v2-0550,,
SEM,Seminal Fluid,HL70550,"F-R4, F-R6",,,,,SEM,,Seminal Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
SEPTU,Septum/Septal,HL70550,"F-R4, F-R6",,,,,SEPTU,,Septum/Septal,http://terminology.hl7.org/CodeSystem/v2-0550,,
SEROM,Seroma,HL70550,"F-R4, F-R6",,,,,SEROM,,Seroma,http://terminology.hl7.org/CodeSystem/v2-0550,,
SHIN,Shin,HL70550,"F-R4, F-R6",,,,,SHIN,,Shin,http://terminology.hl7.org/CodeSystem/v2-0550,,
SHOLJ,Sholder Joint,HL70550,"F-R4, F-R6",,,,,SHOLJ,,Sholder Joint,http://terminology.hl7.org/CodeSystem/v2-0550,,
SHOL,Shoulder,HL70550,"F-R4, F-R6",,,,,SHOL,,Shoulder,http://terminology.hl7.org/CodeSystem/v2-0550,,
SIGMO,Sigmoid,HL70550,"F-R4, F-R6",,,,,SIGMO,,Sigmoid,http://terminology.hl7.org/CodeSystem/v2-0550,,
SINUS,Sinus,HL70550,"F-R4, F-R6",,,,,SINUS,,Sinus,http://terminology.hl7.org/CodeSystem/v2-0550,,
SKM,Skeletal Muscle,HL70550,"F-R4, F-R6",,,,,SKM,,Skeletal Muscle,http://terminology.hl7.org/CodeSystem/v2-0550,,
SKENE,Skene's Gland,HL70550,"F-R4, F-R6",,,,,SKENE,,Skene's Gland,http://terminology.hl7.org/CodeSystem/v2-0550,,
SKULL,Skull,HL70550,"F-R4, F-R6",,,,,SKULL,,Skull,http://terminology.hl7.org/CodeSystem/v2-0550,,
INSTS,"Intestine, Small",HL70550,"F-R4, F-R6",,,,,INSTS,,"Intestine, Small",http://terminology.hl7.org/CodeSystem/v2-0550,,
SOLE,Sole,HL70550,"F-R4, F-R6",,,,,SOLE,,Sole,http://terminology.hl7.org/CodeSystem/v2-0550,,
SPRM,Spermatozoa,HL70550,"F-R4, F-R6",,,,,SPRM,,Spermatozoa,http://terminology.hl7.org/CodeSystem/v2-0550,,
SPHEN,Sphenoid,HL70550,"F-R4, F-R6",,,,,SPHEN,,Sphenoid,http://terminology.hl7.org/CodeSystem/v2-0550,,
SPCOR,Spinal Cord,HL70550,"F-R4, F-R6",,,,,SPCOR,,Spinal Cord,http://terminology.hl7.org/CodeSystem/v2-0550,,
SPLN,Spleen,HL70550,"F-R4, F-R6",,,,,SPLN,,Spleen,http://terminology.hl7.org/CodeSystem/v2-0550,,
STER,Sternum/Sternal,HL70550,"F-R4, F-R6",,,,,STER,,Sternum/Sternal,http://terminology.hl7.org/CodeSystem/v2-0550,,
STOM,Stoma,HL70550,"F-R4, F-R6",,,,,STOM,,Stoma,http://terminology.hl7.org/CodeSystem/v2-0550,,
USTOM,"Stoma, Urinary",HL70550,"F-R4, F-R6",,,,,USTOM,,"Stoma, Urinary",http://terminology.hl7.org/CodeSystem/v2-0550,,
STOMA,Stomach,HL70550,"F-R4, F-R6",,,,,STOMA,,Stomach,http://terminology.hl7.org/CodeSystem/v2-0550,,
STUMP,Stump,HL70550,"F-R4, F-R6",,,,,STUMP,,Stump,http://terminology.hl7.org/CodeSystem/v2-0550,,
SCLV,Sub Clavian,HL70550,"F-R4, F-R6",,,,,SCLV,,Sub Clavian,http://terminology.hl7.org/CodeSystem/v2-0550,,
SDP,Subdiaphramatic,HL70550,"F-R4, F-R6",,,,,SDP,,Subdiaphramatic,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUB,Subdural,HL70550,"F-R4, F-R6",,,,,SUB,,Subdural,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUBD,Subdural Fluid,HL70550,"F-R4, F-R6",,,,,SUBD,,Subdural Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
SGF,Subgaleal Fluid,HL70550,"F-R4, F-R6",,,,,SGF,,Subgaleal Fluid,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUBM,Submandibular,HL70550,"F-R4, F-R6",,,,,SUBM,,Submandibular,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUBX,Submaxillary,HL70550,"F-R4, F-R6",,,,,SUBX,,Submaxillary,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUBME,Submental,HL70550,"F-R4, F-R6",,,,,SUBME,,Submental,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUBPH,Subphrenic,HL70550,"F-R4, F-R6",,,,,SUBPH,,Subphrenic,http://terminology.hl7.org/CodeSystem/v2-0550,,
SPX,Supra Cervical,HL70550,"F-R4, F-R6",,,,,SPX,,Supra Cervical,http://terminology.hl7.org/CodeSystem/v2-0550,,
SCLAV,Supraclavicle/Supraclavicular,HL70550,"F-R4, F-R6",,,,,SCLAV,,Supraclavicle/Supraclavicular,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUPRA,Suprapubic,HL70550,"F-R4, F-R6",,,,,SUPRA,,Suprapubic,http://terminology.hl7.org/CodeSystem/v2-0550,,
SUPB,Suprapubic Specimen,HL70550,"F-R4, F-R6",,,,,SUPB,,Suprapubic Specimen,http://terminology.hl7.org/CodeSystem/v2-0550,,
SWT,Sweat,HL70550,"F-R4, F-R6",,,,,SWT,,Sweat,http://terminology.hl7.org/CodeSystem/v2-0550,,
SWTG,Sweat Gland,HL70550,"F-R4, F-R6",,,,,SWTG,,Sweat Gland,http://terminology.hl7.org/CodeSystem/v2-0550,,
