HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Core Version,Incubator Version,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
1,Emergency,HL70217,"F-R4, F-R6",,,,,EM,,emergency,http://terminology.hl7.org/CodeSystem/v3-ActPriority,,
2,Urgent,HL70217,"F-R4, F-R6",,,,,UR,,urgent,http://terminology.hl7.org/CodeSystem/v3-ActPriority,,
3,Elective,HL70217,"F-R4, F-R6",,,,,EL,,elective,http://terminology.hl7.org/CodeSystem/v3-ActPriority,,
