HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Core Version,Incubator Version,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
CP,Complete,HL70322,"F-R4, F-R6",,,,,completed,,Completed,http://hl7.org/fhir/event-status,,
RE,Refused,HL70322,"F-R4, F-R6",,,,,not-done,,Not Done,http://hl7.org/fhir/event-status,,
NA,Not Administered,HL70322,"F-R4, F-R6",,,,,not-done,,Not Done,http://hl7.org/fhir/event-status,,
PA,Partially Administered,HL70322,"F-R4, F-R6",,,,,completed,,Completed,http://hl7.org/fhir/event-status,,
