HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Core Version,Incubator Version,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
AC,Acute,HL70432,"F-R4, F-R6",,,,,AC,,Acute,http://terminology.hl7.org/CodeSystem/v2-0432,,
CH,Chronic,HL70432,"F-R4, F-R6",,,,,CH,,Chronic,http://terminology.hl7.org/CodeSystem/v2-0432,,
CO,Comatose,HL70432,"F-R4, F-R6",,,,,CO,,Comatose,http://terminology.hl7.org/CodeSystem/v2-0432,,
CR,Critical,HL70432,"F-R4, F-R6",,,,,CR,,Critical,http://terminology.hl7.org/CodeSystem/v2-0432,,
IM,Improved,HL70432,"F-R4, F-R6",,,,,IM,,Improved,http://terminology.hl7.org/CodeSystem/v2-0432,,
MO,Moribund,HL70432,"F-R4, F-R6",,,,,MO,,Moribund,http://terminology.hl7.org/CodeSystem/v2-0432,,
