HL7 v2,,,FHIR Version,,Condition (IF True),,,HL7 FHIR,,,,,Comments
NEDL,Needle,HL70487,"F-R4, F-R6",,,,,NEDL,,Needle,http://terminology.hl7.org/CodeSystem/v2-0487,,
NEPH,"Site, Nephrostomy",HL70487,"F-R4, F-R6",,,,,NEPH,,"Site, Nephrostomy",http://terminology.hl7.org/CodeSystem/v2-0487,,
NGASP,"Aspirate, Nasogastric",HL70487,"F-R4, F-R6",,,,,NGASP,,"Aspirate, Nasogastric",http://terminology.hl7.org/CodeSystem/v2-0487,,
NGAST,"Drainage, Nasogastric",HL70487,"F-R4, F-R6",,,,,NGAST,,"Drainage, Nasogastric",http://terminology.hl7.org/CodeSystem/v2-0487,,
NGS,"Site, Naso/Gastric",HL70487,"F-R4, F-R6",,,,,NGS,,"Site, Naso/Gastric",http://terminology.hl7.org/CodeSystem/v2-0487,,
NODUL,Nodule(s),HL70487,"F-R4, F-R6",,,,,NODUL,,Nodule(s),http://terminology.hl7.org/CodeSystem/v2-0487,,
NSECR,"Secretion, Nasal",HL70487,"F-R4, F-R6",,,,,NSECR,,"Secretion, Nasal",http://terminology.hl7.org/CodeSystem/v2-0487,,
ORH,Other,HL70487,"F-R4, F-R6",,,,,ORH,,Other,http://terminology.hl7.org/CodeSystem/v2-0487,,
ORL,"Lesion, Oral",HL70487,"F-R4, F-R6",,,,,ORL,,"Lesion, Oral",http://terminology.hl7.org/CodeSystem/v2-0487,,
OTH,"Source, Other",HL70487,"F-R4, F-R6",,,,,OTH,,"Source, Other",http://terminology.hl7.org/CodeSystem/v2-0487,,
PACEM,Pacemaker,HL70487,"F-R4, F-R6",,,,,PACEM,,Pacemaker,http://terminology.hl7.org/CodeSystem/v2-0487,,
PAFL,Pancreatic fluid,HL70487,"F-R4, F-R6",,,,,PAFL,,Pancreatic fluid,http://terminology.hl7.org/CodeSystem/v2-0487,,
PCFL,"Fluid, Pericardial",HL70487,"F-R4, F-R6",,,,,PCFL,,"Fluid, Pericardial",http://terminology.hl7.org/CodeSystem/v2-0487,,
PDSIT,"Site, Peritoneal Dialysis",HL70487,"F-R4, F-R6",,,,,PDSIT,,"Site, Peritoneal Dialysis",http://terminology.hl7.org/CodeSystem/v2-0487,,
PDTS,"Site, Peritoneal Dialysis Tunnel",HL70487,"F-R4, F-R6",,,,,PDTS,,"Site, Peritoneal Dialysis Tunnel",http://terminology.hl7.org/CodeSystem/v2-0487,,
PELVA,"Abscess, Pelvic",HL70487,"F-R4, F-R6",,,,,PELVA,,"Abscess, Pelvic",http://terminology.hl7.org/CodeSystem/v2-0487,,
PENIL,"Lesion, Penile",HL70487,"F-R4, F-R6",,,,,PENIL,,"Lesion, Penile",http://terminology.hl7.org/CodeSystem/v2-0487,,
PERIA,"Abscess, Perianal",HL70487,"F-R4, F-R6",,,,,PERIA,,"Abscess, Perianal",http://terminology.hl7.org/CodeSystem/v2-0487,,
PILOC,"Cyst, Pilonidal",HL70487,"F-R4, F-R6",,,,,PILOC,,"Cyst, Pilonidal",http://terminology.hl7.org/CodeSystem/v2-0487,,
PINS,"Site, Pin",HL70487,"F-R4, F-R6",,,,,PINS,,"Site, Pin",http://terminology.hl7.org/CodeSystem/v2-0487,,
PIS,"Site, Pacemaker Insetion",HL70487,"F-R4, F-R6",,,,,PIS,,"Site, Pacemaker Insetion",http://terminology.hl7.org/CodeSystem/v2-0487,,
PLAN,Plant Material,HL70487,"F-R4, F-R6",,,,,PLAN,,Plant Material,http://terminology.hl7.org/CodeSystem/v2-0487,,
PLAS,Plasma,HL70487,"F-R4, F-R6",,,,,PLAS,,Plasma,http://terminology.hl7.org/CodeSystem/v2-0487,,
PLB,Plasma bag,HL70487,"F-R4, F-R6",,,,,PLB,,Plasma bag,http://terminology.hl7.org/CodeSystem/v2-0487,,
PLC,Placenta,HL70487,"F-R4, F-R6",,,,,PLC,,Placenta,http://terminology.hl7.org/CodeSystem/v2-0487,,
PLEVS,"Serum, Peak Level",HL70487,"F-R4, F-R6",,,,,PLEVS,,"Serum, Peak Level",http://terminology.hl7.org/CodeSystem/v2-0487,,
PLR,Pleural fluid (thoracentesis fluid),HL70487,"F-R4, F-R6",,,,,PLR,,Pleural fluid (thoracentesis fluid),http://terminology.hl7.org/CodeSystem/v2-0487,,
PMN,Polymorphonuclear neutrophils,HL70487,"F-R4, F-R6",,,,,PMN,,Polymorphonuclear neutrophils,http://terminology.hl7.org/CodeSystem/v2-0487,,
PND,"Drainage, Penile",HL70487,"F-R4, F-R6",,,,,PND,,"Drainage, Penile",http://terminology.hl7.org/CodeSystem/v2-0487,,
POL,Polyps,HL70487,"F-R4, F-R6",,,,,POL,,Polyps,http://terminology.hl7.org/CodeSystem/v2-0487,,
POPGS,"Graft Site, Popliteal",HL70487,"F-R4, F-R6",,,,,POPGS,,"Graft Site, Popliteal",http://terminology.hl7.org/CodeSystem/v2-0487,,
POPLG,"Graft, Popliteal",HL70487,"F-R4, F-R6",,,,,POPLG,,"Graft, Popliteal",http://terminology.hl7.org/CodeSystem/v2-0487,,
POPLV,"Site, Popliteal Vein",HL70487,"F-R4, F-R6",,,,,POPLV,,"Site, Popliteal Vein",http://terminology.hl7.org/CodeSystem/v2-0487,,
PORTA,"Catheter, Porta",HL70487,"F-R4, F-R6",,,,,PORTA,,"Catheter, Porta",http://terminology.hl7.org/CodeSystem/v2-0487,,
PPP,"Plasma, Platelet poor",HL70487,"F-R4, F-R6",,,,,PPP,,"Plasma, Platelet poor",http://terminology.hl7.org/CodeSystem/v2-0487,,
PROST,Prosthetic Device,HL70487,"F-R4, F-R6",,,,,PROST,,Prosthetic Device,http://terminology.hl7.org/CodeSystem/v2-0487,,
PRP,"Plasma, Platelet rich",HL70487,"F-R4, F-R6",,,,,PRP,,"Plasma, Platelet rich",http://terminology.hl7.org/CodeSystem/v2-0487,,
PSC,Pseudocyst,HL70487,"F-R4, F-R6",,,,,PSC,,Pseudocyst,http://terminology.hl7.org/CodeSystem/v2-0487,,
PUNCT,"Wound, Puncture",HL70487,"F-R4, F-R6",,,,,PUNCT,,"Wound, Puncture",http://terminology.hl7.org/CodeSystem/v2-0487,,
PUS,Pus,HL70487,"F-R4, F-R6",,,,,PUS,,Pus,http://terminology.hl7.org/CodeSystem/v2-0487,,
PUSFR,Pustule,HL70487,"F-R4, F-R6",,,,,PUSFR,,Pustule,http://terminology.hl7.org/CodeSystem/v2-0487,,
PUST,Pus,HL70487,"F-R4, F-R6",,,,,PUST,,Pus,http://terminology.hl7.org/CodeSystem/v2-0487,,
QC3,Quality Control,HL70487,"F-R4, F-R6",,,,,QC3,,Quality Control,http://terminology.hl7.org/CodeSystem/v2-0487,,
RANDU,"Urine, Random",HL70487,"F-R4, F-R6",,,,,RANDU,,"Urine, Random",http://terminology.hl7.org/CodeSystem/v2-0487,,
RBC,Erythrocytes,HL70487,"F-R4, F-R6",,,,,RBC,,Erythrocytes,http://terminology.hl7.org/CodeSystem/v2-0487,,
RBITE,"Bite, Reptile",HL70487,"F-R4, F-R6",,,,,RBITE,,"Bite, Reptile",http://terminology.hl7.org/CodeSystem/v2-0487,,
RECT,"Drainage, Rectal",HL70487,"F-R4, F-R6",,,,,RECT,,"Drainage, Rectal",http://terminology.hl7.org/CodeSystem/v2-0487,,
RECTA,"Abscess, Rectal",HL70487,"F-R4, F-R6",,,,,RECTA,,"Abscess, Rectal",http://terminology.hl7.org/CodeSystem/v2-0487,,
RENALC,"Cyst, Renal",HL70487,"F-R4, F-R6",,,,,RENALC,,"Cyst, Renal",http://terminology.hl7.org/CodeSystem/v2-0487,,
RENC,"Fluid, Renal Cyst",HL70487,"F-R4, F-R6",,,,,RENC,,"Fluid, Renal Cyst",http://terminology.hl7.org/CodeSystem/v2-0487,,
RES,Respiratory,HL70487,"F-R4, F-R6",,,,,RES,,Respiratory,http://terminology.hl7.org/CodeSystem/v2-0487,,
SAL,Saliva,HL70487,"F-R4, F-R6",,,,,SAL,,Saliva,http://terminology.hl7.org/CodeSystem/v2-0487,,
SCAR,"Tissue, Keloid (Scar)",HL70487,"F-R4, F-R6",,,,,SCAR,,"Tissue, Keloid (Scar)",http://terminology.hl7.org/CodeSystem/v2-0487,,
SCLV,"Catheter Tip, Subclavian",HL70487,"F-R4, F-R6",,,,,SCLV,,"Catheter Tip, Subclavian",http://terminology.hl7.org/CodeSystem/v2-0487,,
SCROA,"Abscess, Scrotal",HL70487,"F-R4, F-R6",,,,,SCROA,,"Abscess, Scrotal",http://terminology.hl7.org/CodeSystem/v2-0487,,
SECRE,Secretion(s),HL70487,"F-R4, F-R6",,,,,SECRE,,Secretion(s),http://terminology.hl7.org/CodeSystem/v2-0487,,
SER,Serum,HL70487,"F-R4, F-R6",,,,,SER,,Serum,http://terminology.hl7.org/CodeSystem/v2-0487,,
SHU,"Site, Shunt",HL70487,"F-R4, F-R6",,,,,SHU,,"Site, Shunt",http://terminology.hl7.org/CodeSystem/v2-0487,,
SHUNF,"Fluid, Shunt",HL70487,"F-R4, F-R6",,,,,SHUNF,,"Fluid, Shunt",http://terminology.hl7.org/CodeSystem/v2-0487,,
SHUNT,Shunt,HL70487,"F-R4, F-R6",,,,,SHUNT,,Shunt,http://terminology.hl7.org/CodeSystem/v2-0487,,
SITE,Site,HL70487,"F-R4, F-R6",,,,,SITE,,Site,http://terminology.hl7.org/CodeSystem/v2-0487,,
SKBP,"Biopsy, Skin",HL70487,"F-R4, F-R6",,,,,SKBP,,"Biopsy, Skin",http://terminology.hl7.org/CodeSystem/v2-0487,,
SKN,Skin,HL70487,"F-R4, F-R6",,,,,SKN,,Skin,http://terminology.hl7.org/CodeSystem/v2-0487,,
SMM,"Mass, Sub-Mandibular",HL70487,"F-R4, F-R6",,,,,SMM,,"Mass, Sub-Mandibular",http://terminology.hl7.org/CodeSystem/v2-0487,,
SMN,Seminal fluid,HL70487,"F-R4, F-R6",,,,,SMN,,Seminal fluid,http://terminology.hl7.org/CodeSystem/v2-0487,,
SNV,"Fluid, synovial (Joint fluid)",HL70487,"F-R4, F-R6",,,,,SNV,,"Fluid, synovial (Joint fluid)",http://terminology.hl7.org/CodeSystem/v2-0487,,
SPRM,Spermatozoa,HL70487,"F-R4, F-R6",,,,,SPRM,,Spermatozoa,http://terminology.hl7.org/CodeSystem/v2-0487,,
SPRP,"Catheter Tip, Suprapubic",HL70487,"F-R4, F-R6",,,,,SPRP,,"Catheter Tip, Suprapubic",http://terminology.hl7.org/CodeSystem/v2-0487,,
SPRPB,"Cathether Tip, Suprapubic",HL70487,"F-R4, F-R6",,,,,SPRPB,,"Cathether Tip, Suprapubic",http://terminology.hl7.org/CodeSystem/v2-0487,,
SPS,"Environmental, Spore Strip",HL70487,"F-R4, F-R6",,,,,SPS,,"Environmental, Spore Strip",http://terminology.hl7.org/CodeSystem/v2-0487,,
SPT,Sputum,HL70487,"F-R4, F-R6",,,,,SPT,,Sputum,http://terminology.hl7.org/CodeSystem/v2-0487,,
SPTC,Sputum - coughed,HL70487,"F-R4, F-R6",,,,,SPTC,,Sputum - coughed,http://terminology.hl7.org/CodeSystem/v2-0487,,
SPTT,Sputum - tracheal aspirate,HL70487,"F-R4, F-R6",,,,,SPTT,,Sputum - tracheal aspirate,http://terminology.hl7.org/CodeSystem/v2-0487,,
SPUT1,"Sputum, Simulated",HL70487,"F-R4, F-R6",,,,,SPUT1,,"Sputum, Simulated",http://terminology.hl7.org/CodeSystem/v2-0487,,
SPUTIN,"Sputum, Inducted",HL70487,"F-R4, F-R6",,,,,SPUTIN,,"Sputum, Inducted",http://terminology.hl7.org/CodeSystem/v2-0487,,
SPUTSP,"Sputum, Spontaneous",HL70487,"F-R4, F-R6",,,,,SPUTSP,,"Sputum, Spontaneous",http://terminology.hl7.org/CodeSystem/v2-0487,,
STER,"Environmental, Sterrad",HL70487,"F-R4, F-R6",,,,,STER,,"Environmental, Sterrad",http://terminology.hl7.org/CodeSystem/v2-0487,,
STL,Stool = Fecal,HL70487,"F-R4, F-R6",,,,,STL,,Stool = Fecal,http://terminology.hl7.org/CodeSystem/v2-0487,,
STONE,"Stone, Kidney",HL70487,"F-R4, F-R6",,,,,STONE,,"Stone, Kidney",http://terminology.hl7.org/CodeSystem/v2-0487,,
SUBMA,"Abscess, Submandibular",HL70487,"F-R4, F-R6",,,,,SUBMA,,"Abscess, Submandibular",http://terminology.hl7.org/CodeSystem/v2-0487,,
SUBMX,"Abscess, Submaxillary",HL70487,"F-R4, F-R6",,,,,SUBMX,,"Abscess, Submaxillary",http://terminology.hl7.org/CodeSystem/v2-0487,,
SUMP,"Drainage, Sump",HL70487,"F-R4, F-R6",,,,,SUMP,,"Drainage, Sump",http://terminology.hl7.org/CodeSystem/v2-0487,,
SUP,Suprapubic Tap,HL70487,"F-R4, F-R6",,,,,SUP,,Suprapubic Tap,http://terminology.hl7.org/CodeSystem/v2-0487,,
SUTUR,Suture,HL70487,"F-R4, F-R6",,,,,SUTUR,,Suture,http://terminology.hl7.org/CodeSystem/v2-0487,,
SWGZ,"Catheter Tip, Swan Gantz",HL70487,"F-R4, F-R6",,,,,SWGZ,,"Catheter Tip, Swan Gantz",http://terminology.hl7.org/CodeSystem/v2-0487,,
SWT,Sweat,HL70487,"F-R4, F-R6",,,,,SWT,,Sweat,http://terminology.hl7.org/CodeSystem/v2-0487,,
TASP,"Aspirate, Tracheal",HL70487,"F-R4, F-R6",,,,,TASP,,"Aspirate, Tracheal",http://terminology.hl7.org/CodeSystem/v2-0487,,
TEAR,Tears,HL70487,"F-R4, F-R6",,,,,TEAR,,Tears,http://terminology.hl7.org/CodeSystem/v2-0487,,
THRB,Thrombocyte (platelet),HL70487,"F-R4, F-R6",,,,,THRB,,Thrombocyte (platelet),http://terminology.hl7.org/CodeSystem/v2-0487,,
TISS,Tissue,HL70487,"F-R4, F-R6",,,,,TISS,,Tissue,http://terminology.hl7.org/CodeSystem/v2-0487,,
TISU,Tissue ulcer,HL70487,"F-R4, F-R6",,,,,TISU,,Tissue ulcer,http://terminology.hl7.org/CodeSystem/v2-0487,,
TLC,"Cathether Tip, Triple Lumen",HL70487,"F-R4, F-R6",,,,,TLC,,"Cathether Tip, Triple Lumen",http://terminology.hl7.org/CodeSystem/v2-0487,,
TRAC,"Site, Tracheostomy",HL70487,"F-R4, F-R6",,,,,TRAC,,"Site, Tracheostomy",http://terminology.hl7.org/CodeSystem/v2-0487,,
TRANS,Transudate,HL70487,"F-R4, F-R6",,,,,TRANS,,Transudate,http://terminology.hl7.org/CodeSystem/v2-0487,,
TSERU,"Serum, Trough",HL70487,"F-R4, F-R6",,,,,TSERU,,"Serum, Trough",http://terminology.hl7.org/CodeSystem/v2-0487,,
TSTES,"Abscess, Testicular",HL70487,"F-R4, F-R6",,,,,TSTES,,"Abscess, Testicular",http://terminology.hl7.org/CodeSystem/v2-0487,,
TTRA,"Aspirate, Transtracheal",HL70487,"F-R4, F-R6",,,,,TTRA,,"Aspirate, Transtracheal",http://terminology.hl7.org/CodeSystem/v2-0487,,
TUBES,Tubes,HL70487,"F-R4, F-R6",,,,,TUBES,,Tubes,http://terminology.hl7.org/CodeSystem/v2-0487,,
TUMOR,Tumor,HL70487,"F-R4, F-R6",,,,,TUMOR,,Tumor,http://terminology.hl7.org/CodeSystem/v2-0487,,
TZANC,"Smear, Tzanck",HL70487,"F-R4, F-R6",,,,,TZANC,,"Smear, Tzanck",http://terminology.hl7.org/CodeSystem/v2-0487,,
UDENT,"Source, Unidentified",HL70487,"F-R4, F-R6",,,,,UDENT,,"Source, Unidentified",http://terminology.hl7.org/CodeSystem/v2-0487,,
UMED,Unknown Medicine,HL70487,"F-R4, F-R6",,,,,UMED,,Unknown Medicine,http://terminology.hl7.org/CodeSystem/v2-0487,,
UR,Urine,HL70487,"F-R4, F-R6",,,,,UR,,Urine,http://terminology.hl7.org/CodeSystem/v2-0487,,
URC,Urine clean catch,HL70487,"F-R4, F-R6",,,,,URC,,Urine clean catch,http://terminology.hl7.org/CodeSystem/v2-0487,,
URINB,"Urine, Bladder Washings",HL70487,"F-R4, F-R6",,,,,URINB,,"Urine, Bladder Washings",http://terminology.hl7.org/CodeSystem/v2-0487,,
URINC,"Urine, Catheterized",HL70487,"F-R4, F-R6",,,,,URINC,,"Urine, Catheterized",http://terminology.hl7.org/CodeSystem/v2-0487,,
URINM,"Urine, Midstream",HL70487,"F-R4, F-R6",,,,,URINM,,"Urine, Midstream",http://terminology.hl7.org/CodeSystem/v2-0487,,
URINN,"Urine, Nephrostomy",HL70487,"F-R4, F-R6",,,,,URINN,,"Urine, Nephrostomy",http://terminology.hl7.org/CodeSystem/v2-0487,,
URINP,"Urine, Pedibag",HL70487,"F-R4, F-R6",,,,,URINP,,"Urine, Pedibag",http://terminology.hl7.org/CodeSystem/v2-0487,,
URNS,Urine sediment,HL70487,"F-R4, F-R6",,,,,URNS,,Urine sediment,http://terminology.hl7.org/CodeSystem/v2-0487,,
URT,Urine catheter,HL70487,"F-R4, F-R6",,,,,URT,,Urine catheter,http://terminology.hl7.org/CodeSystem/v2-0487,,
USCOP,"Urine, Cystoscopy",HL70487,"F-R4, F-R6",,,,,USCOP,,"Urine, Cystoscopy",http://terminology.hl7.org/CodeSystem/v2-0487,,
USPEC,"Source, Unspecified",HL70487,"F-R4, F-R6",,,,,USPEC,,"Source, Unspecified",http://terminology.hl7.org/CodeSystem/v2-0487,,
USUB,Unkown substance,HL70487,"F-R4, F-R6",,,,,USUB,,Unkown substance,http://terminology.hl7.org/CodeSystem/v2-0487,,
VASTIP,"Catheter Tip, Vas",HL70487,"F-R4, F-R6",,,,,VASTIP,,"Catheter Tip, Vas",http://terminology.hl7.org/CodeSystem/v2-0487,,
VENT,"Catheter Tip, Ventricular",HL70487,"F-R4, F-R6",,,,,VENT,,"Catheter Tip, Ventricular",http://terminology.hl7.org/CodeSystem/v2-0487,,
VITF,Vitreous Fluid,HL70487,"F-R4, F-R6",,,,,VITF,,Vitreous Fluid,http://terminology.hl7.org/CodeSystem/v2-0487,,
VOM,Vomitus,HL70487,"F-R4, F-R6",,,,,VOM,,Vomitus,http://terminology.hl7.org/CodeSystem/v2-0487,,
WASH,Wash,HL70487,"F-R4, F-R6",,,,,WASH,,Wash,http://terminology.hl7.org/CodeSystem/v2-0487,,
WASI,"Washing, e.g. bronchial washing",HL70487,"F-R4, F-R6",,,,,WASI,,"Washing, e.g. bronchial washing",http://terminology.hl7.org/CodeSystem/v2-0487,,
WAT,Water,HL70487,"F-R4, F-R6",,,,,WAT,,Water,http://terminology.hl7.org/CodeSystem/v2-0487,,
WB,"Blood, Whole",HL70487,"F-R4, F-R6",,,,,WB,,"Blood, Whole",http://terminology.hl7.org/CodeSystem/v2-0487,,
WBC,Leukocytes,HL70487,"F-R4, F-R6",,,,,WBC,,Leukocytes,http://terminology.hl7.org/CodeSystem/v2-0487,,
WEN,Wen,HL70487,"F-R4, F-R6",,,,,WEN,,Wen,http://terminology.hl7.org/CodeSystem/v2-0487,,
WICK,Wick,HL70487,"F-R4, F-R6",,,,,WICK,,Wick,http://terminology.hl7.org/CodeSystem/v2-0487,,
WND,Wound,HL70487,"F-R4, F-R6",,,,,WND,,Wound,http://terminology.hl7.org/CodeSystem/v2-0487,,
WNDA,Wound abscess,HL70487,"F-R4, F-R6",,,,,WNDA,,Wound abscess,http://terminology.hl7.org/CodeSystem/v2-0487,,
WNDD,Wound drainage,HL70487,"F-R4, F-R6",,,,,WNDD,,Wound drainage,http://terminology.hl7.org/CodeSystem/v2-0487,,
WNDE,Wound exudate,HL70487,"F-R4, F-R6",,,,,WNDE,,Wound exudate,http://terminology.hl7.org/CodeSystem/v2-0487,,
WORM,Worm,HL70487,"F-R4, F-R6",,,,,WORM,,Worm,http://terminology.hl7.org/CodeSystem/v2-0487,,
WRT,Wart,HL70487,"F-R4, F-R6",,,,,WRT,,Wart,http://terminology.hl7.org/CodeSystem/v2-0487,,
WWA,"Environmental, Water",HL70487,"F-R4, F-R6",,,,,WWA,,"Environmental, Water",http://terminology.hl7.org/CodeSystem/v2-0487,,
WWO,"Environmental, Water (Ocean)",HL70487,"F-R4, F-R6",,,,,WWO,,"Environmental, Water (Ocean)",http://terminology.hl7.org/CodeSystem/v2-0487,,
WWT,"Environmental, Water  (Tap)",HL70487,"F-R4, F-R6",,,,,WWT,,"Environmental, Water  (Tap)",http://terminology.hl7.org/CodeSystem/v2-0487,,
