HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
ROU,Romania,HL70399,,,,ROU,,Romania,urn:iso:std:iso:3166,,
RUS,Russian Federation (the),HL70399,,,,RUS,,Russian Federation (the),urn:iso:std:iso:3166,,
RWA,Rwanda,HL70399,,,,RWA,,Rwanda,urn:iso:std:iso:3166,,
REU,Réunion,HL70399,,,,REU,,Réunion,urn:iso:std:iso:3166,,
BLM,Saint Barthélemy,HL70399,,,,BLM,,Saint Barthélemy,urn:iso:std:iso:3166,,
SHN,"Saint Helena, Ascension and Tristan da Cunha",HL70399,,,,SHN,,"Saint Helena, Ascension and Tristan da Cunha",urn:iso:std:iso:3166,,
KNA,Saint Kitts and Nevis,HL70399,,,,KNA,,Saint Kitts and Nevis,urn:iso:std:iso:3166,,
LCA,Saint Lucia,HL70399,,,,LCA,,Saint Lucia,urn:iso:std:iso:3166,,
MAF,Saint Martin (French part),HL70399,,,,MAF,,Saint Martin (French part),urn:iso:std:iso:3166,,
SPM,Saint Pierre and Miquelon,HL70399,,,,SPM,,Saint Pierre and Miquelon,urn:iso:std:iso:3166,,
VCT,Saint Vincent and the Grenadines,HL70399,,,,VCT,,Saint Vincent and the Grenadines,urn:iso:std:iso:3166,,
WSM,Samoa,HL70399,,,,WSM,,Samoa,urn:iso:std:iso:3166,,
SMR,San Marino,HL70399,,,,SMR,,San Marino,urn:iso:std:iso:3166,,
STP,Sao Tome and Principe,HL70399,,,,STP,,Sao Tome and Principe,urn:iso:std:iso:3166,,
SAU,Saudi Arabia,HL70399,,,,SAU,,Saudi Arabia,urn:iso:std:iso:3166,,
SEN,Senegal,HL70399,,,,SEN,,Senegal,urn:iso:std:iso:3166,,
SRB,Serbia,HL70399,,,,SRB,,Serbia,urn:iso:std:iso:3166,,
SYC,Seychelles,HL70399,,,,SYC,,Seychelles,urn:iso:std:iso:3166,,
SLE,Sierra Leone,HL70399,,,,SLE,,Sierra Leone,urn:iso:std:iso:3166,,
SGP,Singapore,HL70399,,,,SGP,,Singapore,urn:iso:std:iso:3166,,
SXM,Sint Maarten (Dutch part),HL70399,,,,SXM,,Sint Maarten (Dutch part),urn:iso:std:iso:3166,,
SVK,Slovakia,HL70399,,,,SVK,,Slovakia,urn:iso:std:iso:3166,,
SVN,Slovenia,HL70399,,,,SVN,,Slovenia,urn:iso:std:iso:3166,,
SLB,Solomon Islands,HL70399,,,,SLB,,Solomon Islands,urn:iso:std:iso:3166,,
SOM,Somalia,HL70399,,,,SOM,,Somalia,urn:iso:std:iso:3166,,
ZAF,South Africa,HL70399,,,,ZAF,,South Africa,urn:iso:std:iso:3166,,
SGS,South Georgia and the South Sandwich Islands,HL70399,,,,SGS,,South Georgia and the South Sandwich Islands,urn:iso:std:iso:3166,,
SSD,South Sudan,HL70399,,,,SSD,,South Sudan,urn:iso:std:iso:3166,,
ESP,Spain,HL70399,,,,ESP,,Spain,urn:iso:std:iso:3166,,
LKA,Sri Lanka,HL70399,,,,LKA,,Sri Lanka,urn:iso:std:iso:3166,,
SDN,Sudan (the),HL70399,,,,SDN,,Sudan (the),urn:iso:std:iso:3166,,
SUR,Suriname,HL70399,,,,SUR,,Suriname,urn:iso:std:iso:3166,,
SJM,Svalbard and Jan Mayen,HL70399,,,,SJM,,Svalbard and Jan Mayen,urn:iso:std:iso:3166,,
SWE,Sweden,HL70399,,,,SWE,,Sweden,urn:iso:std:iso:3166,,
CHE,Switzerland,HL70399,,,,CHE,,Switzerland,urn:iso:std:iso:3166,,
SYR,Syrian Arab Republic (the),HL70399,,,,SYR,,Syrian Arab Republic (the),urn:iso:std:iso:3166,,
TWN,Taiwan (Province of China),HL70399,,,,TWN,,Taiwan (Province of China),urn:iso:std:iso:3166,,
TJK,Tajikistan,HL70399,,,,TJK,,Tajikistan,urn:iso:std:iso:3166,,
TZA,"Tanzania, the United Republic of",HL70399,,,,TZA,,"Tanzania, the United Republic of",urn:iso:std:iso:3166,,
THA,Thailand,HL70399,,,,THA,,Thailand,urn:iso:std:iso:3166,,
TLS,Timor-Leste,HL70399,,,,TLS,,Timor-Leste,urn:iso:std:iso:3166,,
TGO,Togo,HL70399,,,,TGO,,Togo,urn:iso:std:iso:3166,,
TKL,Tokelau,HL70399,,,,TKL,,Tokelau,urn:iso:std:iso:3166,,
TON,Tonga,HL70399,,,,TON,,Tonga,urn:iso:std:iso:3166,,
TTO,Trinidad and Tobago,HL70399,,,,TTO,,Trinidad and Tobago,urn:iso:std:iso:3166,,
TUN,Tunisia,HL70399,,,,TUN,,Tunisia,urn:iso:std:iso:3166,,
TKM,Turkmenistan,HL70399,,,,TKM,,Turkmenistan,urn:iso:std:iso:3166,,
TCA,Turks and Caicos Islands (the),HL70399,,,,TCA,,Turks and Caicos Islands (the),urn:iso:std:iso:3166,,
TUV,Tuvalu,HL70399,,,,TUV,,Tuvalu,urn:iso:std:iso:3166,,
TUR,Türkiye,HL70399,,,,TUR,,Türkiye,urn:iso:std:iso:3166,,
UGA,Uganda,HL70399,,,,UGA,,Uganda,urn:iso:std:iso:3166,,
UKR,Ukraine,HL70399,,,,UKR,,Ukraine,urn:iso:std:iso:3166,,
ARE,United Arab Emirates (the),HL70399,,,,ARE,,United Arab Emirates (the),urn:iso:std:iso:3166,,
GBR,United Kingdom of Great Britain and Northern Ireland (the),HL70399,,,,GBR,,United Kingdom of Great Britain and Northern Ireland (the),urn:iso:std:iso:3166,,
UMI,United States Minor Outlying Islands (the),HL70399,,,,UMI,,United States Minor Outlying Islands (the),urn:iso:std:iso:3166,,
USA,United States of America (the),HL70399,,,,USA,,United States of America (the),urn:iso:std:iso:3166,,
URY,Uruguay,HL70399,,,,URY,,Uruguay,urn:iso:std:iso:3166,,
UZB,Uzbekistan,HL70399,,,,UZB,,Uzbekistan,urn:iso:std:iso:3166,,
VUT,Vanuatu,HL70399,,,,VUT,,Vanuatu,urn:iso:std:iso:3166,,
VEN,Venezuela (Bolivarian Republic of),HL70399,,,,VEN,,Venezuela (Bolivarian Republic of),urn:iso:std:iso:3166,,
VNM,Viet Nam,HL70399,,,,VNM,,Viet Nam,urn:iso:std:iso:3166,,
VGB,Virgin Islands (British),HL70399,,,,VGB,,Virgin Islands (British),urn:iso:std:iso:3166,,
VIR,Virgin Islands (U.S.),HL70399,,,,VIR,,Virgin Islands (U.S.),urn:iso:std:iso:3166,,
WLF,Wallis and Futuna,HL70399,,,,WLF,,Wallis and Futuna,urn:iso:std:iso:3166,,
ESH,Western Sahara*,HL70399,,,,ESH,,Western Sahara*,urn:iso:std:iso:3166,,
YEM,Yemen,HL70399,,,,YEM,,Yemen,urn:iso:std:iso:3166,,
ZMB,Zambia,HL70399,,,,ZMB,,Zambia,urn:iso:std:iso:3166,,
ZWE,Zimbabwe,HL70399,,,,ZWE,,Zimbabwe,urn:iso:std:iso:3166,,
ALA,Åland Islands,HL70399,,,,ALA,,Åland Islands,urn:iso:std:iso:3166,,
