HL7 v2,,,Condition (IF True),,,HL7 FHIR,,,,,Comments
Code,Text,Code System,Computable ANTLR,Computable FHIRPath,Narrative,Code,,Display,Code System,,
PMU_B07,B07,HL7-0354,,,,,,,,,
PMU_B08,B08,HL7-0354,,,,,,,,,
PPG_PCG,"PCC, PCG, PCH, PCJ",HL7-0354,,,,,,,,,
PPP_PCB,"PCB, PCD",HL7-0354,,,,,,,,,
PPR_PC1,"PC1, PC2, PC3",HL7-0354,,,,,,,,,
PPT_PCL,PCL,HL7-0354,,,,,,,,,
PPV_PCA,PCA,HL7-0354,,,,,,,,,
PRR_PC5,PC5,HL7-0354,,,,,,,,,
PTR_PCF,PCF,HL7-0354,,,,,,,,,
QBP_E03,E03,HL7-0354,,,,,,,,,
QBP_E22,E22,HL7-0354,,,,,,,,,
QBP_O33,O33,HL7-0354,,,,,,,,,
QBP_O34,O34,HL7-0354,,,,,,,,,
QBP_Q11,Q11,HL7-0354,,,,,,,,,
QBP_Q13,Q13,HL7-0354,,,,,,,,,
QBP_Q15,Q15,HL7-0354,,,,,,,,,
QBP_Q21,"Q21, Q22, Q23,Q24, Q25",HL7-0354,,,,,,,,,
QCK_Q02,Q02,HL7-0354,,,,,,,,,
QCN_J01,"J01, J02",HL7-0354,,,,,,,,,
QRF_W02,W02,HL7-0354,,,,,,,,,
QRY_A19,A19,HL7-0354,,,,,,,,,
QRY_PC4,"PC4, PC9, PCE, PCK",HL7-0354,,,,,,,,,
QRY_Q01,"Q01, Q26, Q27, Q28, Q29, Q30",HL7-0354,,,,,,,,,
QRY_Q02,Q02,HL7-0354,,,,,,,,,
QRY_R02,R02,HL7-0354,,,,,,,,,
QRY_T12,T12,HL7-0354,,,,,,,,,
QSB_Q16,Q16,HL7-0354,,,,,,,,,
QVR_Q17,Q17,HL7-0354,,,,,,,,,
RAR_RAR,RAR,HL7-0354,,,,,,,,,
RAS_O17,O17,HL7-0354,,,,,,,,,
RCI_I05,I05,HL7-0354,,,,,,,,,
RCL_I06,I06,HL7-0354,,,,,,,,,
RDE_O11,"O11, O25",HL7-0354,,,,,,,,,
RDE_O49,Events O49,HL7-0354,,,,,,,,,
RDR_RDR,RDR,HL7-0354,,,,,,,,,
RDS_O13,O13,HL7-0354,,,,,,,,,
RDY_K15,K15,HL7-0354,,,,,,,,,
REF_I12,"I12, I13, I14, I15",HL7-0354,,,,,,,,,
RER_RER,RER,HL7-0354,,,,,,,,,
RGR_RGR,RGR,HL7-0354,,,,,,,,,
RGV_O15,O15,HL7-0354,,,,,,,,,
ROR_ROR,ROR,HL7-0354,,,,,,,,,
RPA_I08,"I08, I09. I10, I11",HL7-0354,,,,,,,,,
RPI_I01,"I01, I04",HL7-0354,,,,,,,,,
RPI_I04,I04,HL7-0354,,,,,,,,,
RPL_I02,I02,HL7-0354,,,,,,,,,
RPR_I03,I03,HL7-0354,,,,,,,,,
RQA_I08,"I08, I09, I10, I11",HL7-0354,,,,,,,,,
RQC_I05,"I05, I06",HL7-0354,,,,,,,,,
RQI_I01,"I01, I02, I03, I07",HL7-0354,,,,,,,,,
RQP_I04,I04,HL7-0354,,,,,,,,,
RRA_O18,O18,HL7-0354,,,,,,,,,
RRD_O14,O14,HL7-0354,,,,,,,,,
RRE_O12,"O12, O26",HL7-0354,,,,,,,,,
RRE_O50,Events O50,HL7-0354,,,,,,,,,
RRG_O16,O16,HL7-0354,,,,,,,,,
RRI_I12,"I12, I13, I14, I15",HL7-0354,,,,,,,,,
RSP_E03,E03,HL7-0354,,,,,,,,,
RSP_E22,E22,HL7-0354,,,,,,,,,
RSP_K11,K11,HL7-0354,,,,,,,,,
RSP_K21,K21,HL7-0354,,,,,,,,,
RSP_K22,K22,HL7-0354,,,,,,,,,
RSP_K23,"K23, K24",HL7-0354,,,,,,,,,
RSP_K25,K25,HL7-0354,,,,,,,,,
RSP_K31,K31,HL7-0354,,,,,,,,,
RSP_K32,K32,HL7-0354,,,,,,,,,
RSP_O33,O33,HL7-0354,,,,,,,,,
RSP_O34,O34,HL7-0354,,,,,,,,,
RSP_Q11,Q11,HL7-0354,,,,,,,,,
RTB_K13,K13,HL7-0354,,,,,,,,,
SDR_S31,"S31, S36",HL7-0354,,,,,,,,,
SDR_S32,"S32, S37",HL7-0354,,,,,,,,,
SET_S38,Specimen Container Preparation and Specimen Collection Event,HL7-0354,,,,,,,,,
SET_S40,Specimen Collection Event unsuccessful,HL7-0354,,,,,,,,,
SET_S41,Specimen Movement Event,HL7-0354,,,,,,,,,
SET_S45,Specimen Identification Events,HL7-0354,,,,,,,,,
SET_S50,Specimen Procedure Step successful,HL7-0354,,,,,,,,,
SET_S52,Specimen Procedure Step unsuccessful,HL7-0354,,,,,,,,,
SIU_S12,"S12, S13, S14, S15, S16, S17, S18, S19, S20, S21, S22, S23, S24, S26",HL7-0354,,,,,,,,,
SLR_S28,"S28, S29, S30, S34, S35",HL7-0354,,,,,,,,,
SQM_S25,S25,HL7-0354,,,,,,,,,
SQR_S25,S25,HL7-0354,,,,,,,,,
SRM_S01,"S01, S02, S03, S04, S05, S06, S07, S08, S09, S10, S11",HL7-0354,,,,,,,,,
SRR_S01,"S01, S02, S03, S04, S05, S06, S07, S08, S09, S10, S11",HL7-0354,,,,,,,,,
SSR_U04,U04,HL7-0354,,,,,,,,,
SSU_U03,U03,HL7-0354,,,,,,,,,
STC_S33,S33,HL7-0354,,,,,,,,,
SUR_P09,P09,HL7-0354,,,,,,,,,
TCU_U10,"U10, U11",HL7-0354,,,,,,,,,
UDM_Q05,Q05,HL7-0354,,,,,,,,,
VXQ_V01,V01,HL7-0354,,,,,,,,,
VXR_V03,V03,HL7-0354,,,,,,,,,
VXU_V04,V04,HL7-0354,,,,,,,,,
VXX_V02,V02,HL7-0354,,,,,,,,,
